,Unnamed: 0,recordnum,recordtype,recordtypemapped,recordtypedesc,description,opendate,inspectiondate,lastinspresult,statuscurrent,originaladdress1,originalcity,originalstate,originalzip,link,latitude,longitude,location1
153818,153818,009585-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Trees and shrubs blocking sidewalk,2020-11-04,"{'type': 'Point', 'coordinates': [-122.32195372, 47.55021756]}",,Completed,824 A S ORCAS ST,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009585-20CP'},47.55021756,-122.32195372,"{'latitude': '47.55021756', 'longitude': '-122.32195372'}"
153824,153824,009591-20CP,Complaint,Request,Weeds,"FIND IT FIX IT APP: The overgrown ivy and laurel bush block about half of the side walk. Combined with the recycle and trash bins that are left out all week, it is hard to pass through this area of the sidewalk. With Covid, I try to give people as much space as possible on the sidewalk but in this stretch, in order to do that I have to walk in the street, which is unsafe.",2020-11-04,"{'type': 'Point', 'coordinates': [-122.31444894, 47.67068332]}",Completed,Completed,5643 BROOKLYN AVE NE,SEATTLE,WA,98105.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009591-20CP'},47.67068332,-122.31444894,"{'latitude': '47.67068332', 'longitude': '-122.31444894'}"
153837,153837,009603-20CP,Complaint,Request,Weeds,"FIND IT FIX IT APP: Sidewalk is nearly impassable from leaves , Ivy and branches. My daughter walks this way to and from school (in person 2x/week). We'd live to be able to use the sidewalk without risk of falling or tripping.",2020-11-06,"{'type': 'Point', 'coordinates': [-122.3731087, 47.51246222]}",Completed,Completed,10105 32ND AVE SW,SEATTLE,WA,98146.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009603-20CP'},47.51246222,-122.3731087,"{'latitude': '47.51246222', 'longitude': '-122.3731087'}"
153838,153838,009604-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Tree limbs blocking sidewalk,2020-11-06,"{'type': 'Point', 'coordinates': [-122.38275031, 47.53589996]}",,Completed,3916 SW WEBSTER ST,SEATTLE,WA,98136.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009604-20CP'},47.53589996,-122.38275031,"{'latitude': '47.53589996', 'longitude': '-122.38275031'}"
153856,153856,009619-20CP,Complaint,Request,Weeds,"The vacant lot behind my house: 9214 vacant lot is completely overgrown and the untamed foliage is pushing down and ruining my fence along the rear/eastern part of our yard. Numerous attempts contacting the owner are unsuccessful, our neighbor to the south has the same issue.",2020-11-08,"{'type': 'Point', 'coordinates': [-122.36234572, 47.52073159]}",Completed,Completed,9208 23RD AVE SW,SEATTLE,WA,98106.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009619-20CP'},47.52073159,-122.36234572,"{'latitude': '47.52073159', 'longitude': '-122.36234572'}"
153865,153865,009627-20CP,Complaint,Request,Weeds,"overgrown vegetation - [bamboo and bushes are coming from private property] PER CSB: Overgrown bamboo in alley makes pulling out very difficult. Cars drive down alley very fast. Also, it's difficult to see pedestrians sometime",2020-11-09,"{'type': 'Point', 'coordinates': [-122.3753577, 47.54596365]}",,Completed,6323 34TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009627-20CP'},47.54596365,-122.3753577,"{'latitude': '47.54596365', 'longitude': '-122.3753577'}"
153877,153877,009639-20CP,Complaint,Request,Weeds,The hedge along 35th Ave W is extending into the sidewalk making it nearly impossible to walk on the sidewalk.,2020-11-09,"{'type': 'Point', 'coordinates': [-122.40202968, 47.65423851]}",,Completed,3800 35TH AVE W,SEATTLE,WA,98199.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009639-20CP'},47.65423851,-122.40202968,"{'latitude': '47.65423851', 'longitude': '-122.40202968'}"
153886,153886,009645-20CP,Complaint,Request,Weeds,Per CSB; Hazardous WeedsOver grown bushes vines on sidewalk prevents wheelchair access,2020-11-09,"{'type': 'Point', 'coordinates': [-122.36620209, 47.63033019]}",Completed,Completed,1220 7TH AVE W,SEATTLE,WA,98119.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009645-20CP'},47.63033019,-122.36620209,"{'latitude': '47.63033019', 'longitude': '-122.36620209'}"
153890,153890,009646-20CP,Complaint,Request,Weeds,Overgrown vegetation,2020-11-09,"{'type': 'Point', 'coordinates': [-122.28865761, 47.54622073]}",,Completed,3338 S GRAHAM ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009646-20CP'},47.54622073,-122.28865761,"{'latitude': '47.54622073', 'longitude': '-122.28865761'}"
153905,153905,009659-20CP,Complaint,Request,,"Per Online; This House is not fit for human habitation. I rented this place starting the first of October, but didn't move in until the 10th. My first night was the 12th, and after 3 days I had to move out because every night I got sicker and sicker due to mold or rats or something. The property is very overgrown with unmaintained vegetation. It grows up and over the house, and the whole property is infested with rats. There is some kind of smell that permeates everything. You",2020-11-10,"{'type': 'Point', 'coordinates': [-122.31519478, 47.59114368]}",,Completed,1313 14TH AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009659-20CP'},47.59114368,-122.31519478,"{'latitude': '47.59114368', 'longitude': '-122.31519478'}"
153906,153906,009660-20CP,Complaint,Request,Weeds,Overgrown bush blocking sidewalk. Trim or remove bush.,2020-11-06,"{'type': 'Point', 'coordinates': [-122.33485735, 47.55908936]}",,Completed,4747 1ST AVE S,SEATTLE,WA,98134.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009660-20CP'},47.55908936,-122.33485735,"{'latitude': '47.55908936', 'longitude': '-122.33485735'}"
153907,153907,009661-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Overgrown bush is now blocking the majority of the sidewalk.,2020-11-08,"{'type': 'Point', 'coordinates': [-122.28057624, 47.55323645]}",Completed,Completed,4201 S BRANDON ST,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009661-20CP'},47.55323645,-122.28057624,"{'latitude': '47.55323645', 'longitude': '-122.28057624'}"
153908,153908,009662-20CP,Complaint,Request,Weeds,Brush growing onto and taking up almost the entire sidewalk at this point.,2020-11-09,"{'type': 'Point', 'coordinates': [-122.33485735, 47.55908936]}",,Completed,4747 1ST AVE S,SEATTLE,WA,98134.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009662-20CP'},47.55908936,-122.33485735,"{'latitude': '47.55908936', 'longitude': '-122.33485735'}"
153911,153911,009665-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Thank you for trimming!! Clearest I've ever seen this spot!,2020-11-09,"{'type': 'Point', 'coordinates': [-122.30144763, 47.57294788]}",,Closed,3402 24TH AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009665-20CP'},47.57294788,-122.30144763,"{'latitude': '47.57294788', 'longitude': '-122.30144763'}"
153934,153934,009680-20CP,Complaint,Request,Weeds,"FIND IT FIX IT APP: sidewalk is half covered with ivy. For now, here's another stretch",2020-11-10,"{'type': 'Point', 'coordinates': [-122.2643614, 47.54666517]}",,Completed,6222 CHATHAM DR S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009680-20CP'},47.54666517,-122.2643614,"{'latitude': '47.54666517', 'longitude': '-122.2643614'}"
153943,153943,009687-20CP,Complaint,Request,Weeds,"Per Online; over grown vegetation, is causing rats  on all vacant lots",2020-11-11,"{'type': 'Point', 'coordinates': [-122.28563741, 47.525545]}",,Completed,8612 37TH AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009687-20CP'},47.525545,-122.28563741,"{'latitude': '47.525545', 'longitude': '-122.28563741'}"
153955,153955,009699-20CP,Complaint,Request,Land Use,"Per Online; The house next door to mine has garbage continually piling up in the backyard. The owner of the house does not appear to ever take garbage out for collection and instead has been storing garbage and junk in large piles in the backyard. Vegetation is also extremely overgrown in the front yard, back yard, and even parking strip. For example, the side of the house facing mine has ivy that has almost completely covered it - windows and roof included. There is also a ca",2020-11-11,"{'type': 'Point', 'coordinates': [-122.37776467, 47.52317557]}",,Completed,8850 36TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009699-20CP'},47.52317557,-122.37776467,"{'latitude': '47.52317557', 'longitude': '-122.37776467'}"
153961,153961,009705-20CP,Complaint,Request,Weeds,"FIND IT FIX IT APP: The blackberry bush overgrows to the road and sidewalk  it is totally on public right of way), blocking the ongoing traffic. When we pull out from my property my view is blocked. It is very dangerous for us. It also blocks the street light. My front yard is completely shadowed at night.",2020-11-10,"{'type': 'Point', 'coordinates': [-122.28993112, 47.54322706]}",Completed,Completed,6540 33RD AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009705-20CP'},47.54322706,-122.28993112,"{'latitude': '47.54322706', 'longitude': '-122.28993112'}"
153962,153962,009706-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP: Vegetation taking up half the sidewalk. Second submittal,2020-11-09,"{'type': 'Point', 'coordinates': [-122.31112796, 47.61833981]}",Completed,Completed,1820 16TH AVE,SEATTLE,WA,98122.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009706-20CP'},47.61833981,-122.31112796,"{'latitude': '47.61833981', 'longitude': '-122.31112796'}"
153983,153983,009724-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:Post in the middle of walkway to prop up tree,2020-11-10,"{'type': 'Point', 'coordinates': [-122.30978375, 47.69352398]}",,Completed,8915 17TH AVE NE,SEATTLE,WA,98115.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009724-20CP'},47.69352398,-122.30978375,"{'latitude': '47.69352398', 'longitude': '-122.30978375'}"
153991,153991,009731-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:No address on parcel of adjacent property - their information is: Taxpayer Name: BENTON MILLER LLC Taxpayer Address: PO BOX 98309 DES MOINES WA 98198 Attn:,2020-11-10,"{'type': 'Point', 'coordinates': [-122.36361745, 47.52489287]}",Completed,Completed,2420 SW trenton ST,SEATTLE,WA,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009731-20CP'},47.52489287,-122.36361745,"{'latitude': '47.52489287', 'longitude': '-122.36361745'}"
153996,153996,009734-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:Side walk overgrown on Bellevue Ct. E.,2020-11-12,"{'type': 'Point', 'coordinates': [-122.32692732, 47.62760121]}",,Completed,1020 BELLEVUE CT E,SEATTLE,WA,98102.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009734-20CP'},47.62760121,-122.32692732,"{'latitude': '47.62760121', 'longitude': '-122.32692732'}"
154000,154000,009738-20CP,Complaint,Request,Weeds,PER CSB:Reported once in 2019 same thing not passable. Heard a person on a wheel chair tried navigate side walk. (West side of side walk was closed due to construction at corner of 137th NE and Erickson Pl). ADA requires 5 ft min clearance). I reported it (tracking # 19-00124798). The only noticeable thing at that time was a white line on pavers sticking up. Washed out almost fell walking route again. Please try to do something. The city is doing a good job at the corner. (V,2020-11-13,"{'type': 'Point', 'coordinates': [-122.29137025, 47.72782557]}",,Completed,13545 35TH AVE NE,SEATTLE,WA,98125.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009738-20CP'},47.72782557,-122.29137025,"{'latitude': '47.72782557', 'longitude': '-122.29137025'}"
154006,154006,009743-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:this appears to be growing from a King County owned parcel of property - KING COUNTY-PROPERTY SVCS] The sidewalk narrows and curves here and has mossy grass like vegetation growing across enough of it that it's no longer wide enough for a wheelchair (for example) and awkward for sidewalk biking with kiddos,2020-10-16,"{'type': 'Point', 'coordinates': [-122.30073782, 47.56091812]}",Completed,Completed,2464 S COLUMBIAN WAY,SEATTLE,WA,98108.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009743-20CP'},47.56091812,-122.30073782,"{'latitude': '47.56091812', 'longitude': '-122.30073782'}"
154014,154014,009748-20CP,Complaint,Request,Land Use,"On the east side of the property facing 2613, there is carpet and other materials buried into the yard.  The down water spout from the gutters is not connected and runs down into the property next door.  The owner also does not manage the vegetation on that side of the property,",2020-11-13,"{'type': 'Point', 'coordinates': [-122.29832835, 47.61273461]}",Completed,Completed,2609 E Union ST,,,,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009748-20CP'},47.61273461,-122.29832835,"{'latitude': '47.61273461', 'longitude': '-122.29832835'}"
154032,154032,009766-20CP,Complaint,Request,"Land UseWeeds ,","FIND IT FIX IT APP:This is the same complaint as #20-00154444 which is now closed. The property owners have still not cleared the sidewalk of overgrown blackberries. The property is vacant and extends east to 59th Ave., South. I have not been able to find an exact address for the property. The parcel number for the property is 335240-2220 owned by Kiss Investments LLC.",2020-11-11,"{'type': 'Point', 'coordinates': [-122.26050985, 47.49674641]}",Completed,Completed,11840 BEACON AVE S,SEATTLE,WA,98178.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009766-20CP'},47.49674641,-122.26050985,"{'latitude': '47.49674641', 'longitude': '-122.26050985'}"
154041,154041,009774-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:Not much of the sidewalk left to walk on since the bushes stick out so far and what is left is covered in wet slippery green moss. This is the case on both sides of the NE corner (along 35th Ave SW) and (SW 102nd St.),2020-11-12,"{'type': 'Point', 'coordinates': [-122.37587639, 47.51207676]}",Completed,Completed,10128 35TH AVE SW,SEATTLE,WA,98146.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009774-20CP'},47.51207676,-122.37587639,"{'latitude': '47.51207676', 'longitude': '-122.37587639'}"
154058,154058,009788-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:There is not much space left on the sidewalk to walk on which forces everyone into the muddy parking strip which looks like it is being used for parking. Especially difficult for elderly and baby strollers.,2020-11-12,"{'type': 'Point', 'coordinates': [-122.3762011, 47.51433047]}",Completed,Completed,9910 35TH AVE SW,SEATTLE,WA,98126.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009788-20CP'},47.51433047,-122.3762011,"{'latitude': '47.51433047', 'longitude': '-122.3762011'}"
154060,154060,009790-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:Leaves need raking,2020-11-12,"{'type': 'Point', 'coordinates': [-122.29608526, 47.59561087]}",,Completed,800 28TH AVE S,SEATTLE,WA,98144.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009790-20CP'},47.59561087,-122.29608526,"{'latitude': '47.59561087', 'longitude': '-122.29608526'}"
154062,154062,009792-20CP,Complaint,Request,Weeds,FIND IT FIX IT APP:Blocking sidewalk or stairway,2020-11-14,"{'type': 'Point', 'coordinates': [-122.40202494, 47.67601423]}",,Completed,3418 NW 65TH ST,SEATTLE,WA,98117.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009792-20CP'},47.67601423,-122.40202494,"{'latitude': '47.67601423', 'longitude': '-122.40202494'}"
154063,154063,009793-20CP,Complaint,Request,Weeds,overgrowth,2020-11-17,"{'type': 'Point', 'coordinates': [-122.27853711, 47.52538367]}",,Completed,8622 M L KING JR WAY S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009793-20CP'},47.52538367,-122.27853711,"{'latitude': '47.52538367', 'longitude': '-122.27853711'}"
154064,154064,009794-20CP,Complaint,Request,Weeds,overgrowth,2020-11-17,"{'type': 'Point', 'coordinates': [-122.27826977, 47.52508194]}",,Completed,8633 44TH AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009794-20CP'},47.52508194,-122.27826977,"{'latitude': '47.52508194', 'longitude': '-122.27826977'}"
154077,154077,009803-20CP,Complaint,Request,Weeds,overgrowth,2020-11-17,"{'type': 'Point', 'coordinates': [-122.27827237, 47.52492158]}",,Completed,8639 44TH AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009803-20CP'},47.52492158,-122.27827237,"{'latitude': '47.52492158', 'longitude': '-122.27827237'}"
154078,154078,009804-20CP,Complaint,Request,Weeds,overgrowth,2020-11-17,"{'type': 'Point', 'coordinates': [-122.27825717, 47.52523055]}",,Completed,8625 44TH AVE S,SEATTLE,WA,98118.0,{'url': 'https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009804-20CP'},47.52523055,-122.27825717,"{'latitude': '47.52523055', 'longitude': '-122.27825717'}"
